2643,2
8c4c,e6,b0
8c4e,e6,b1
8c50,e6,b2
8c55,e6,b3
8c5a,93,d8
8c61,8f,db
8c62,e6,b4
8c6a,8d,8b
8c6b,98,ac
8c6c,e6,b5
8c78,e6,b6
8c79,95,5e
8c7a,e6,b7
8c7c,e6,bf
8c82,e6,b8
8c85,e6,ba
8c89,e6,b9
8c8a,e6,bb
8c8c,96,65
8c8d,e6,bc
8c8e,e6,bd
8c94,e6,be
8c98,e6,c0
8c9d,8a,4c
8c9e,92,e5
8ca0,95,89
8ca1,8d,e0
8ca2,8d,76
8ca7,95,6e
8ca8,89,dd
8ca9,94,cc
8caa,e6,c3
8cab,8a,d1
8cac,90,d3
8cad,e6,c2
8cae,e6,c7
8caf,92,99
8cb0,96,e1
8cb2,e6,c5
8cb3,e6,c6
8cb4,8b,4d
8cb6,e6,c8
8cb7,94,83
8cb8,91,dd
8cbb,94,ef
8cbc,93,5c
8cbd,e6,c4
8cbf,96,66
8cc0,89,ea
8cc1,e6,ca
8cc2,98,47
8cc3,92,c0
8cc4,98,64
8cc7,8e,91
8cc8,e6,c9
8cca,91,af
8ccd,e6,da
8cce,91,47
8cd1,93,f6
8cd3,95,6f
8cda,e6,cd
8cdb,8e,5e
8cdc,8e,92
8cde,8f,dc
8ce0,94,85
8ce2,8c,ab
8ce3,e6,cc
8ce4,e6,cb
8ce6,95,8a
8cea,8e,bf
8ced,93,71
8cf0,ee,91
8cf0,fb,ad
8cf4,ee,92
8cf4,fb,ae
8cfa,e6,cf
8cfb,e6,d0
8cfc,8d,77
8cfd,e6,ce
8d04,e6,d1
8d05,e6,d2
8d07,e6,d4
8d08,91,a1
8d0a,e6,d3
8d0b,8a,e4
8d0d,e6,d6
8d0f,e6,d5
8d10,e6,d7
8d12,ee,93
8d12,fb,af
8d13,e6,d9
8d14,e6,db
8d16,e6,dc
8d64,90,d4
8d66,8e,cd
8d67,e6,dd
8d6b,8a,71
8d6d,e6,de
8d70,91,96
8d71,e6,df
8d73,e6,e0
8d74,95,8b
8d76,ee,94
8d76,fb,b0
8d77,8b,4e
8d81,e6,e1
8d85,92,b4
8d8a,89,7a
8d99,e6,e2
8da3,8e,ef
8da8,90,96
8db3,91,ab
8dba,e6,e5
8dbe,e6,e4
8dc2,e6,e3
8dcb,e6,eb
8dcc,e6,e9
8dcf,e6,e6
8dd6,e6,e8
8dda,e6,e7
8ddb,e6,ea
8ddd,8b,97
8ddf,e6,ee
8de1,90,d5
8de3,e6,ef
8de8,8c,d7
8dea,e6,ec
8deb,e6,ed
8def,98,48
8df3,92,b5
8df5,91,48
8dfc,e6,f0
8dff,e6,f3
8e08,e6,f1
8e09,e6,f2
8e0a,97,78
8e0f,93,a5
8e10,e6,f6
8e1d,e6,f4
8e1e,e6,f5
8e1f,e6,f7
8e2a,e7,48
8e30,e6,fa
8e34,e6,fb
8e35,e6,f9
8e42,e6,f8
8e44,92,fb
8e47,e7,40
8e48,e7,44
8e49,e7,41
8e4a,e6,fc
8e4c,e7,42
8e50,e7,43
8e55,e7,4a
8e59,e7,45
8e5f,90,d6
8e60,e7,47
8e63,e7,49
8e64,e7,46
8e72,e7,4c
8e74,8f,52
8e76,e7,4b
8e7c,e7,4d
8e81,e7,4e
8e84,e7,51
8e85,e7,50
8e87,e7,4f
8e8a,e7,53
8e8b,e7,52
8e8d,96,f4
8e91,e7,55
8e93,e7,54
8e94,e7,56
8e99,e7,57
8ea1,e7,59
8eaa,e7,58
8eab,90,67
8eac,e7,5a
8eaf,8b,eb
8eb0,e7,5b
8eb1,e7,5d
8ebe,e7,5e
8ec5,e7,5f
8ec6,e7,5c
8ec8,e7,60
8eca,8e,d4
8ecb,e7,61
8ecc,8b,4f
8ecd,8c,52
8ecf,ee,96
8ecf,fb,b2
8ed2,8c,ac
8edb,e7,62
8edf,93,ee
8ee2,93,5d
8ee3,e7,63
8eeb,e7,66
8ef8,8e,b2
8efb,e7,65
8efc,e7,64
8efd,8c,79
8efe,e7,67
8f03,8a,72
8f05,e7,69
8f09,8d,da
8f0a,e7,68
8f0c,e7,71
8f12,e7,6b
8f13,e7,6d
8f14,95,e3
8f15,e7,6a
8f19,e7,6c
8f1b,e7,70
8f1c,e7,6e
8f1d,8b,50
8f1f,e7,6f
8f26,e7,72
8f29,94,79
8f2a,97,d6
8f2f,8f,53
8f33,e7,73
8f38,97,41
8f39,e7,75
8f3b,e7,74
8f3e,e7,78
8f3f,97,60
8f42,e7,77
8f44,8a,8d
8f45,e7,76
8f46,e7,7b
8f49,e7,7a
8f4c,e7,79
8f4d,93,51
8f4e,e7,7c
8f57,e7,7d
8f5c,e7,7e
8f5f,8d,8c
8f61,8c,44
8f62,e7,80
8f63,e7,81
8f64,e7,82
8f9b,90,68
8f9c,e7,83
8f9e,8e,ab
8f9f,e7,84
8fa3,e7,85
8fa7,99,9f
8fa8,99,9e
8fad,e7,86
8fae,e3,90
8faf,e7,87
8fb0,92,43
8fb1,90,4a
8fb2,94,5f
8fb7,e7,88
8fba,95,d3
8fbb,92,d2
8fbc,8d,9e
8fbf,92,48
8fc2,89,49
8fc4,96,98
8fc5,90,76
8fce,8c,7d
8fd1,8b,df
8fd4,95,d4
8fda,e7,89
8fe2,e7,8b
8fe5,e7,8a
8fe6,89,de
8fe9,93,f4
8fea,e7,8c
8feb,94,97
8fed,93,52
8fef,e7,8d
8ff0,8f,71
8ff4,e7,8f
8ff7,96,c0
8ff8,e7,9e
8ff9,e7,91
8ffa,e7,92
8ffd,92,c7
9000,91,de
9001,91,97
9003,93,a6
9005,e7,90
9006,8b,74
900b,e7,99
900d,e7,96
900e,e7,a3
900f,93,a7
9010,92,80
9011,e7,93
9013,92,fc
9014,93,72
9015,e7,94
9016,e7,98
9017,90,80
9019,94,87
901a,92,ca
901d,90,c0
901e,e7,97
901f,91,ac
9020,91,a2
9021,e7,95
9022,88,a7
9023,98,41
9027,e7,9a
902e,91,df
9031,8f,54
9032,90,69
9035,e7,9c
9036,e7,9b
9038,88,ed
9039,e7,9d
903c,95,4e
903e,e7,a5
9041,93,d9
9042,90,8b
9045,92,78
9047,8b,f6
9049,e7,a4
904a,97,56
904b,89,5e
904d,95,d5
904e,89,df
904f,e7,9f
9050,e7,a0
9051,e7,a1
9052,e7,a2
9053,93,b9
9054,92,42
9055,88,e1
9056,e7,a6
9058,e7,a7
9059,ea,a1
905c,91,bb
905e,e7,a8
9060,89,93
9061,91,6b
9063,8c,ad
9065,97,79
9067,ee,99
9067,fb,b5
9068,e7,a9
9069,93,4b
906d,91,98
906e,8e,d5
906f,e7,aa
9072,e7,ad
9075,8f,85
9076,e7,ab
9077,91,4a
9078,91,49
907a,88,e2
907c,97,c9
907d,e7,af
907f,94,f0
9080,e7,b1
9081,e7,b0
9082,e7,ae
9083,e2,84
9084,8a,d2
9087,e7,8e
9089,e7,b3
908a,e7,b2
908f,e7,b4
9091,97,57
90a3,93,df
90a6,96,4d
90a8,e7,b5
90aa,8e,d7
90af,e7,b6
90b1,e7,b7
90b5,e7,b8
90b8,93,40
90c1,88,e8
90ca,8d,78
90ce,98,59
90db,e7,bc
90de,ee,9a
90de,fb,b6
90e1,8c,53
90e2,e7,b9
90e4,e7,ba
90e8,95,94
90ed,8a,73
90f5,97,58
90f7,8b,bd
90fd,93,73
9102,e7,bd
9112,e7,be
9115,ee,9c
9115,fb,b8
9119,e7,bf
9127,ee,9d
9127,fb,b9
912d,93,41
9130,e7,c1
9132,e7,c0
9149,93,d1
914a,e7,c2
914b,8f,55
914c,8e,de
914d,94,7a
914e,92,91
9152,8e,f0
9154,90,8c
9156,e7,c3
9158,e7,c4
9162,90,7c
9163,e7,c5
9165,e7,c6
9169,e7,c7
916a,97,8f
916c,8f,56
9172,e7,c9
9173,e7,c8
9175,8d,79
9177,8d,93
9178,8e,5f
9182,e7,cc
9187,8f,86
9189,e7,cb
918b,e7,ca
918d,91,e7
9190,8c,ed
9192,90,c1
9197,94,ae
919c,8f,58
91a2,e7,cd
91a4,8f,dd
91aa,e7,d0
91ab,e7,ce
91af,e7,cf
91b4,e7,d2
91b5,e7,d1
91b8,8f,f8
91ba,e7,d3
91c0,e7,d4
91c1,e7,d5
91c6,94,ce
91c7,8d,d1
91c8,8e,df
91c9,e7,d6
91cb,e7,d7
91cc,97,a2
91cd,8f,64
91ce,96,ec
91cf,97,ca
91d0,e7,d8
91d1,8b,e0
91d6,e7,d9
91d7,ee,9f
91d7,fb,bb
91d8,93,42
91da,ee,9e
91da,fb,ba
91db,e7,dc
91dc,8a,98
91dd,90,6a
91de,ee,a0
91de,fb,bc
91df,e7,da
91e1,e7,db
91e3,92,de
91e4,ee,a3
91e4,fb,bf
91e5,ee,a4
91e5,fb,c0
91e6,96,74
91e7,8b,fa
91ed,ee,a1
91ed,fb,bd
91ee,ee,a2
91ee,fb,be
91f5,e7,de
91f6,e7,df
91fc,e7,dd
91ff,e7,e1
9206,ee,a5
9206,fb,c1
920a,ee,a7
920a,fb,c3
920d,93,dd
920e,8a,62
9210,ee,a6
9210,fb,c2
9211,e7,e5
9214,e7,e2
9215,e7,e4
921e,e7,e0
9229,e8,6e
922c,e7,e3
9234,97,e9
9237,8c,d8
9239,ee,ae
9239,fb,ca
923a,ee,a8
923a,fb,c4
923c,ee,aa
923c,fb,c6
923f,e7,ed
9240,ee,a9
9240,fb,c5
9244,93,53
9245,e7,e8
9248,e7,eb
9249,e7,e9
924b,e7,ee
924e,ee,ab
924e,fb,c7
9250,e7,ef
9251,ee,ad
9251,fb,c9
9257,e7,e7
9259,ee,ac
9259,fb,c8
925a,e7,f4
925b,89,94
925e,e7,e6
9262,94,ab
9264,e7,ea
9266,8f,de
9267,ee,af
9267,fb,cb
9271,8d,7a
9277,ee,b1
9277,fb,cd
9278,ee,b2
9278,fb,ce
927e,96,67
9280,8b,e2
9283,8f,65
9285,93,ba
9288,ed,43
9288,fa,5f
9291,91,4c
9293,e7,f2
9295,e7,ec
9296,e7,f1
9298,96,c1
929a,92,b6
929b,e7,f3
929c,e7,f0
92a7,ee,b0
92a7,fb,cc
92ad,91,4b
92b7,e7,f7
92b9,e7,f6
92cf,e7,f5
92d0,ee,b6
92d0,fb,d2
92d2,96,4e
92d3,ee,ba
92d3,fb,d6
92d5,ee,b8
92d5,fb,d4
92d7,ee,b4
92d7,fb,d0
92d9,ee,b5
92d9,fb,d1
92e0,ee,b9
92e0,fb,d5
92e4,8f,9b
92e7,ee,b3
92e7,fb,cf
92e9,e7,f8
92ea,95,dd
92ed,89,73
92f2,95,65
92f3,92,92
92f8,8b,98
92f9,ed,49
92f9,fa,65
92fa,e7,fa
92fb,ee,bd
92fb,fb,d9
92fc,8d,7c
92ff,ee,c0
92ff,fb,dc
9302,ee,c2
9302,fb,de
9306,8e,4b
930f,e7,f9
9310,90,8d
9318,90,8e
9319,e8,40
931a,e8,42
931d,ee,c1
931d,fb,dd
931e,ee,bf
931e,fb,db
9320,8f,f9
9321,ee,bc
9321,fb,d8
9322,e8,41
9323,e8,43
9325,ee,bb
9325,fb,d7
9326,8b,d1
9328,95,64
932b,8e,e0
932c,98,42
932e,e7,fc
932f,8d,f6
9332,98,5e
9335,e8,45
933a,e8,44
933b,e8,46
9344,e7,fb
9348,ed,42
9348,fa,5e
934b,93,e7
934d,93,74
9354,92,d5
9356,e8,4b
9357,ee,c4
9357,fb,e0
935b,92,62
935c,e8,47
9360,e8,48
936c,8c,4c
936e,e8,4a
9370,ee,c3
9370,fb,df
9375,8c,ae
937c,e8,49
937e,8f,df
938c,8a,99
9394,e8,4f
9396,8d,bd
9397,91,99
939a,92,c8
93a4,ee,c5
93a4,fb,e1
93a7,8a,5a
93ac,e8,4d
93ad,e8,4e
93ae,92,c1
93b0,e8,4c
93b9,e8,50
93c3,e8,56
93c6,ee,c6
93c6,fb,e2
93c8,e8,59
93d0,e8,58
93d1,93,4c
93d6,e8,51
93d7,e8,52
93d8,e8,55
93dd,e8,57
93de,ee,c7
93de,fb,e3
93e1,8b,be
93e4,e8,5a
93e5,e8,54
93e8,e8,53
93f8,ee,c8
93f8,fb,e4
9403,e8,5e
9407,e8,5f
9410,e8,60
9413,e8,5d
9414,e8,5c
9418,8f,e0
9419,93,a8
941a,e8,5b
9421,e8,64
942b,e8,62
9431,ee,c9
9431,fb,e5
9435,e8,63
9436,e8,61
9438,91,f6
943a,e8,65
9441,e8,66
9444,e8,68
9445,ee,ca
9445,fb,e6
9448,ee,cb
9448,fb,e7
9451,8a,d3
9452,e8,67
9453,96,f8
945a,e8,73
945b,e8,69
945e,e8,6c
9460,e8,6a
9462,e8,6b
946a,e8,6d
9470,e8,6f
9475,e8,70
9477,e8,71
947c,e8,74
947d,e8,72
947e,e8,75
947f,e8,77
9481,e8,76
9577,92,b7
9580,96,e5
9582,e8,78
9583,91,4d
9587,e8,79
9589,95,c2
958a,e8,7a
958b,8a,4a
958f,89,5b
9591,8a,d5
9592,ee,cc
9592,fb,e8
9593,8a,d4
9594,e8,7b
9596,e8,7c
9598,e8,7d
9599,e8,7e
95a0,e8,80
95a2,8a,d6
95a3,8a,74
95a4,8d,7d
95a5,94,b4
95a7,e8,82
95a8,e8,81
95ad,e8,83
95b2,89,7b
95b9,e8,86
95bb,e8,85
95bc,e8,84
95be,e8,87
95c3,e8,8a
95c7,88,c5
95ca,e8,88
95cc,e8,8c
95cd,e8,8b
95d4,e8,8e
95d5,e8,8d
95d6,e8,8f
95d8,93,ac
95dc,e8,90
95e1,e8,91
95e2,e8,93
95e5,e8,92
961c,95,8c
9621,e8,94
9628,e8,95
962a,8d,e3
962e,e8,96
962f,e8,97
9632,96,68
963b,91,6a
963f,88,a2
9640,91,c9
9642,e8,98
9644,95,8d
964b,e8,9b
964c,e8,99
964d,8d,7e
964f,e8,9a
9650,8c,c0
965b,95,c3
965c,e8,9d
965d,e8,9f
965e,e8,9e
965f,e8,a0
9662,89,40
9663,90,77
9664,8f,9c
9665,8a,d7
9666,e8,a1
966a,94,86
966c,e8,a3
9670,89,41
9672,e8,a2
9673,92,c2
9675,97,cb
9676,93,a9
9677,e8,9c
9678,97,a4
967a,8c,af
967d,97,7a
9685,8b,f7
9686,97,b2
9688,8c,47
968a,91,e0
968b,e4,40
968d,e8,a4
968e,8a,4b
968f,90,8f
9694,8a,75
9695,e8,a6
9697,e8,a7
9698,e8,a5
9699,8c,84
969b,8d,db
969c,8f,e1
969d,ee,cf
969d,fb,eb
96a0,89,42
96a3,97,d7
96a7,e8,a9
96a8,e7,ac
96aa,e8,a8
96af,ee,d0
96af,fb,ec
96b0,e8,ac
96b1,e8,aa
96b2,e8,ab
96b4,e8,ad
96b6,e8,ae
96b7,97,ea
96b8,e8,af
96b9,e8,b0
96bb,90,c7
96bc,94,b9
96c0,90,9d
96c1,8a,e5
96c4,97,59
96c5,89,eb
96c6,8f,57
96c7,8c,d9
96c9,e8,b3
96cb,e8,b2
96cc,8e,93
96cd,e8,b4
96ce,e8,b1
96d1,8e,47
96d5,e8,b8
96d6,e5,ab
96d9,99,d4
96db,90,97
96dc,e8,b6
96e2,97,a3
96e3,93,ef
96e8,89,4a
96ea,90,e1
96eb,8e,b4
96f0,95,b5
96f2,89,5f
96f6,97,eb
96f7,97,8b
96f9,e8,b9
96fb,93,64
9700,8e,f9
9704,e8,ba
9706,e8,bb
9707,90,6b
9708,e8,bc
970a,97,ec
970d,e8,b7
970e,e8,be
970f,e8,c0
9711,e8,bf
9713,e8,bd
9716,e8,c1
9719,e8,c2
971c,91,9a
971e,89,e0
9724,e8,c3
9727,96,b6
972a,e8,c4
9730,e8,c5
9732,98,49
9733,ee,d1
9733,fb,ed
9738,9e,50
9739,e8,c6
973b,ee,d2
973b,fb,ee
973d,e8,c7
973e,e8,c8
9742,e8,cc
9743,ee,d3
9743,fb,ef
9744,e8,c9
9746,e8,ca
9748,e8,cb
9749,e8,cd
974d,ee,d4
974d,fb,f0
974f,ee,d5
974f,fb,f1
9751,ee,d6
9751,fb,f2
9752,90,c2
9755,ee,d7
9755,fb,f3
9756,96,f5
9759,90,c3
975c,e8,ce
975e,94,f1
9760,e8,cf
9761,ea,72
9762,96,ca
9764,e8,d0
9766,e8,d1
9768,e8,d2
9769,8a,76
976b,e8,d4
976d,90,78
9771,e8,d5
9774,8c,43
9779,e8,d6
977a,e8,da
977c,e8,d8
9781,e8,d9
9784,8a,93
9785,e8,d7
9786,e8,db
978b,e8,dc
978d,88,c6
978f,e8,dd
9790,e8,de
9798,8f,e2
979c,e8,df
97a0,8b,66
97a3,e8,e2
97a6,e8,e1
97a8,e8,e0
97ab,e6,91
97ad,95,da
97b3,e8,e3
97b4,e8,e4
97c3,e8,e5
97c6,e8,e6
97c8,e8,e7
97cb,e8,e8
97d3,8a,d8
97dc,e8,e9
97ed,e8,ea
97ee,94,42
97f2,e8,ec
97f3,89,b9
97f5,e8,ef
97f6,e8,ee
97fb,89,43
97ff,8b,bf
9801,95,c5
9802,92,b8
9803,8d,a0
9805,8d,80
9806,8f,87
9808,90,7b
980c,e8,f1
980f,e8,f0
9810,97,61
9811,8a,e6
9812,94,d0
9813,93,da
9817,90,9c
9818,97,cc
981a,8c,7a
9821,e8,f4
9824,e8,f3
982c,96,6a
982d,93,aa
9834,89,6f
9837,e8,f5
9838,e8,f2
983b,95,70
983c,97,8a
983d,e8,f6
9846,e8,f7
984b,e8,f9
984c,91,e8
984d,8a,7a
984e,8a,7b
984f,e8,f8
9854,8a,e7
9855,8c,b0
9857,ee,d8
9857,fb,f4
9858,8a,e8
985b,93,5e
985e,97,de
9865,ee,d9
9865,fb,f5
9867,8c,da
986b,e8,fa
986f,e8,fb
9870,e8,fc
9871,e9,40
9873,e9,42
9874,e9,41
98a8,95,97
98aa,e9,43
98af,e9,44
98b1,e9,45
98b6,e9,46
98c3,e9,48
98c4,e9,47
98c6,e9,49
98db,94,f2
98dc,e3,ca
98df,90,48
98e2,8b,51
98e9,e9,4a
98eb,e9,4b
98ed,99,aa
98ee,9f,5a
98ef,94,d1
98f2,88,f9
98f4,88,b9
98fc,8e,94
98fd,96,4f
98fe,8f,fc
9903,e9,4c
9905,96,dd
9909,e9,4d
990a,97,7b
990c,89,61
9910,8e,60
9912,e9,4e
9913,89,ec
9914,e9,4f
9918,e9,50
991d,e9,52
991e,e9,53
9920,e9,55
9921,e9,51
9924,e9,54
9927,ee,dc
9927,fb,f8
9928,8a,d9
992c,e9,56
992e,e9,57
993d,e9,58
993e,e9,59
9942,e9,5a
9945,e9,5c
9949,e9,5b
994b,e9,5e
994c,e9,61
9950,e9,5d
9951,e9,5f
9952,e9,60
9955,e9,62
9957,8b,c0
9996,8e,f1
9997,e9,63
9998,e9,64
9999,8d,81
999e,ee,de
999e,fb,fa
99a5,e9,65
99a8,8a,5d
99ac,94,6e
99ad,e9,66
99ae,e9,67
99b3,92,79
99b4,93,e9
99bc,e9,68
99c1,94,9d
99c4,91,ca
99c5,89,77
99c6,8b,ec
99c8,8b,ed
99d0,92,93
99d1,e9,6d
99d2,8b,ee
99d5,89,ed
99d8,e9,6c
99db,e9,6a
99dd,e9,6b
99df,e9,69
99e2,e9,77
99ed,e9,6e
99ee,e9,6f
99f1,e9,70
99f2,e9,71
99f8,e9,73
99fb,e9,72
99ff,8f,78
9a01,e9,74
9a05,e9,76
9a0e,8b,52
9a0f,e9,75
9a12,91,9b
9a13,8c,b1
9a19,e9,78
9a28,91,cb
9a2b,e9,79
9a30,93,ab
9a37,e9,7a
9a3e,e9,80
9a40,e9,7d
9a42,e9,7c
9a43,e9,7e
9a45,e9,7b
9a4d,e9,82
9a4e,ee,df
9a4e,fb,fb
9a55,e9,81
9a57,e9,84
9a5a,8b,c1
9a5b,e9,83
9a5f,e9,85
9a62,e9,86
9a64,e9,88
9a65,e9,87
9a69,e9,89
9a6a,e9,8b
9a6b,e9,8a
9aa8,8d,9c
9aad,e9,8c
9ab0,e9,8d
9ab8,8a,5b
9abc,e9,8e
9ac0,e9,8f
9ac4,90,91
9acf,e9,90
9ad1,e9,91
9ad3,e9,92
9ad4,e9,93
9ad8,8d,82
9ad9,ee,e0
9ad9,fb,fc
9adc,ee,e1
9adc,fc,40
9ade,e9,94
9adf,e9,95
9ae2,e9,96
9ae3,e9,97
9ae6,e9,98
9aea,94,af
9aeb,e9,9a
9aed,95,45
9aee,e9,9b
9aef,e9,99
9af1,e9,9d
9af4,e9,9c
9af7,e9,9e
9afb,e9,9f
9b06,e9,a0
9b18,e9,a1
9b1a,e9,a2
9b1f,e9,a3
9b22,e9,a4
9b23,e9,a5
9b25,e9,a6
9b27,e9,a7
9b28,e9,a8
9b29,e9,a9
9b2a,e9,aa
9b2e,e9,ab
9b2f,e9,ac
9b31,9f,54
9b32,e9,ad
9b3b,e2,f6
9b3c,8b,53
9b41,8a,40
9b42,8d,b0
9b43,e9,af
9b44,e9,ae
9b45,96,a3
9b4d,e9,b1
9b4e,e9,b2
9b4f,e9,b0
9b51,e9,b3
9b54,96,82
9b58,e9,b4
9b5a,8b,9b
9b6f,98,44
9b72,ee,e3
9b72,fc,42
9b74,e9,b5
9b75,ee,e2
9b75,fc,41
9b83,e9,b7
9b8e,88,bc
9b8f,ee,e4
9b8f,fc,43
9b91,e9,b8
9b92,95,a9
9b93,e9,b6
9b96,e9,b9
9b97,e9,ba
9b9f,e9,bb
9ba0,e9,bc
9ba8,e9,bd
9baa,96,8e
9bab,8e,4c
9bad,8d,f8
9bae,91,4e
9bb1,ee,e5
9bb1,fc,44
9bb4,e9,be
9bb9,e9,c1
9bbb,ee,e6
9bbb,fc,45
9bc0,e9,bf
9bc6,e9,c2
9bc9,8c,ef
9bca,e9,c0
9bcf,e9,c3
9bd1,e9,c4
9bd2,e9,c5
9bd4,e9,c9
9bd6,8e,49
9bdb,91,e2
9be1,e9,ca
9be2,e9,c7
9be3,e9,c6
9be4,e9,c8
9be8,8c,7e
9bf0,e9,ce
9bf1,e9,cd
9bf2,e9,cc
9bf5,88,b1
9c00,ee,e7
9c00,fc,46
9c04,e9,d8
9c06,e9,d4
9c08,e9,d5
9c09,e9,d1
9c0a,e9,d7
9c0c,e9,d3
9c0d,8a,82
9c10,98,6b
9c12,e9,d6
9c13,e9,d2
9c14,e9,d0
9c15,e9,cf
9c1b,e9,da
9c21,e9,dd
9c24,e9,dc
9c25,e9,db
9c2d,95,68
9c2e,e9,d9
9c2f,88,f1
9c30,e9,de
9c32,e9,e0
9c39,8a,8f
9c3a,e9,cb
9c3b,89,56
9c3e,e9,e2
9c46,e9,e1
9c47,e9,df
9c48,92,4c
9c52,96,90
9c57,97,d8
9c5a,e9,e3
9c60,e9,e4
9c67,e9,e5
9c76,e9,e6
9c78,e9,e7
9ce5,92,b9
9ce7,e9,e8
9ce9,94,b5
9ceb,e9,ed
9cec,e9,e9
9cf0,e9,ea
9cf3,96,50
9cf4,96,c2
9cf6,93,ce
9d03,e9,ee
9d06,e9,ef
9d07,93,bc
9d08,e9,ec
9d09,e9,eb
9d0e,89,a8
9d12,e9,f7
9d15,e9,f6
9d1b,89,95
9d1f,e9,f4
9d23,e9,f3
9d26,e9,f1
9d28,8a,9b
9d2a,e9,f0
9d2b,8e,b0
9d2c,89,a7
9d3b,8d,83
9d3e,e9,fa
9d3f,e9,f9
9d41,e9,f8
9d44,e9,f5
9d46,e9,fb
9d48,e9,fc
9d50,ea,44
9d51,ea,43
9d59,ea,45
9d5c,89,4c
9d5d,ea,40
9d5e,ea,41
9d60,8d,94
9d61,96,b7
9d64,ea,42
9d6b,ee,e9
9d6b,fc,48
9d6c,96,51
9d6f,ea,4a
9d70,ee,e8
9d70,fc,47
9d72,ea,46
9d7a,ea,4b
9d87,ea,48
9d89,ea,47
9d8f,8c,7b
9d9a,ea,4c
9da4,ea,4d
9da9,ea,4e
9dab,ea,49
9daf,e9,f2
9db2,ea,4f
9db4,92,df
9db8,ea,53
9dba,ea,54
9dbb,ea,52
9dc1,ea,51
9dc2,ea,57
9dc4,ea,50
9dc6,ea,55
9dcf,ea,56
9dd3,ea,59
9dd9,ea,58
9de6,ea,5b
9ded,ea,5c
9def,ea,5d
9df2,98,68
9df8,ea,5a
9df9,91,e9
9dfa,8d,eb
9dfd,ea,5e
9e19,ee,eb
9e19,fc,4a
9e1a,ea,5f
9e1b,ea,60
9e1e,ea,61
9e75,ea,62
9e78,8c,b2
9e79,ea,63
9e7d,ea,64
9e7f,8e,ad
9e81,ea,65
9e88,ea,66
9e8b,ea,67
9e8c,ea,68
9e91,ea,6b
9e92,ea,69
9e93,98,5b
9e95,ea,6a
9e97,97,ed
9e9d,ea,6c
9e9f,97,d9
9ea5,ea,6d
9ea6,94,9e
9ea9,ea,6e
9eaa,ea,70
9ead,ea,71
9eb8,ea,6f
9eb9,8d,8d
9eba,96,cb
9ebb,96,83
9ebc,9b,f5
9ebe,9f,80
9ebf,96,9b
9ec4,89,a9
9ecc,ea,73
9ecd,8b,6f
9ece,ea,74
9ecf,ea,75
9ed0,ea,76
9ed1,ee,ec
9ed1,fc,4b
9ed2,8d,95
9ed4,ea,77
9ed8,e0,d2
9ed9,96,d9
9edb,91,e1
9edc,ea,78
9edd,ea,7a
9ede,ea,79
9ee0,ea,7b
9ee5,ea,7c
9ee8,ea,7d
9eef,ea,7e
9ef4,ea,80
9ef6,ea,81
9ef7,ea,82
9ef9,ea,83
9efb,ea,84
9efc,ea,85
9efd,ea,86
9f07,ea,87
9f08,ea,88
9f0e,93,43
9f13,8c,db
9f15,ea,8a
9f20,91,6c
9f21,ea,8b
9f2c,ea,8c
9f3b,95,40
9f3e,ea,8d
9f4a,ea,8e
9f4b,e2,56
9f4e,e6,d8
9f4f,e8,eb
9f52,ea,8f
9f54,ea,90
9f5f,ea,92
9f60,ea,93
9f61,ea,94
9f62,97,ee
9f63,ea,91
9f66,ea,95
9f67,ea,96
9f6a,ea,98
9f6c,ea,97
9f72,ea,9a
9f76,ea,9b
9f77,ea,99
9f8d,97,b4
9f95,ea,9c
9f9c,ea,9d
9f9d,e2,73
9fa0,ea,9e
e000,f0,40
e001,f0,41
e002,f0,42
e003,f0,43
e004,f0,44
e005,f0,45
e006,f0,46
e007,f0,47
e008,f0,48
e009,f0,49
e00a,f0,4a
e00b,f0,4b
e00c,f0,4c
e00d,f0,4d
e00e,f0,4e
e00f,f0,4f
e010,f0,50
e011,f0,51
e012,f0,52
e013,f0,53
e014,f0,54
e015,f0,55
e016,f0,56
e017,f0,57
e018,f0,58
e019,f0,59
e01a,f0,5a
e01b,f0,5b
e01c,f0,5c
e01d,f0,5d
e01e,f0,5e
e01f,f0,5f
e020,f0,60
e021,f0,61
e022,f0,62
e023,f0,63
e024,f0,64
e025,f0,65
e026,f0,66
e027,f0,67
e028,f0,68
e029,f0,69
e02a,f0,6a
e02b,f0,6b
e02c,f0,6c
e02d,f0,6d
e02e,f0,6e
e02f,f0,6f
e030,f0,70
e031,f0,71
e032,f0,72
e033,f0,73
e034,f0,74
e035,f0,75
e036,f0,76
e037,f0,77
e038,f0,78
e039,f0,79
e03a,f0,7a
e03b,f0,7b
e03c,f0,7c
e03d,f0,7d
e03e,f0,7e
e03f,f0,80
e040,f0,81
e041,f0,82
e042,f0,83
e043,f0,84
e044,f0,85
e045,f0,86
e046,f0,87
e047,f0,88
e048,f0,89
e049,f0,8a
e04a,f0,8b
e04b,f0,8c
e04c,f0,8d
e04d,f0,8e
e04e,f0,8f
e04f,f0,90
e050,f0,91
e051,f0,92
e052,f0,93
e053,f0,94
e054,f0,95
e055,f0,96
e056,f0,97
e057,f0,98
e058,f0,99
e059,f0,9a
e05a,f0,9b
e05b,f0,9c
e05c,f0,9d
e05d,f0,9e
e05e,f0,9f
e05f,f0,a0
e060,f0,a1
e061,f0,a2
e062,f0,a3
e063,f0,a4
